"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ZNF197",1341.24855300299,10.3893608992029,0.140738076197676,73.8205408223022,0,0
"SNRPD3",1341.17538648336,10.3892821965239,0.147282256951465,70.539944264621,0,0
"ABCC4",1341.09141866434,10.3891918699718,0.241398429945125,43.0375287541577,0,0
"ARRDC1",1340.57250326034,10.3886335325283,0.110430704925698,94.0737772118551,0,0
"UQCC1",1340.27468517411,10.3883129915592,0.155925359847574,66.623626853992,0,0
"ZC3H14",1340.05491482483,10.3880764075258,0.166602187562381,62.3525810766212,0,0
"C5orf51",1339.86256425887,10.3878693092026,0.24875638408495,41.7592068939835,0,0
"CNOT6",1337.08799522203,10.3848786985548,0.121392671592941,85.5478223049398,0,0
"ZMAT3",1337.08696829232,10.3848775905148,0.12159547265128,85.4051336294183,0,0
"HGH1",1336.76050422556,10.3845252980993,0.151718114994804,68.44617927434,0,0
"NOL6",1336.28523469034,10.3840122735754,0.126563453156678,82.0458988324269,0,0
"DHRS11",1336.23136370113,10.3839541116099,0.175197270169198,59.2700679729859,0,0
"ZCCHC9",1336.01224198782,10.3837175120655,0.219489179093624,47.308562339815,0,0
"RABIF",1335.79190642677,10.3834795627217,0.157719684503183,65.8350262076016,0,0
"MRPS31",1334.15787353051,10.3817136782334,0.0988928169930486,104.979451429351,0,0
"PKNOX1",1333.11029442033,10.3805804309034,0.106427527380593,97.5366118746864,0,0
"DPYD",1332.984602595,10.3804444005067,0.250730586568999,41.400790157088,1.22610795671965e-306,3.56487316820064e-306
"MAP3K1",1332.81348602121,10.3802591884055,0.196303266306055,52.8786880816423,0,0
"FBXL3",1331.86371339612,10.3792307469008,0.217233378109669,47.779171125631,0,0
"PIGN",1331.27096381534,10.3785885286141,0.129149459235913,80.3610684087797,0,0
"NUDT16L1",1330.90793488442,10.3781950614119,0.203521036906875,50.9932300814713,0,0
"RHBDD1",1330.53562762146,10.3777914264425,0.12290473678723,84.4376848095631,0,0
"TMEM159",1330.13380893735,10.3773556700728,0.159152473783834,65.2038603193037,0,0
"RPS6KL1",1329.28832728676,10.3764383488179,0.300819119925928,34.4939455689286,1.37226687331015e-213,3.51979607573213e-213
"ZFC3H1",1328.82842024538,10.3759391189665,0.15252553023941,68.0275564535331,0,0
"MRPS26",1328.58549872254,10.3756753575142,0.164902166535434,62.9201882273919,0,0
"LSM14B",1328.46382333721,10.3755432256236,0.155736736016571,66.622323614896,0,0
"AC107075.1",1327.38950067997,10.3743760526925,0.192897078827466,53.781924100425,0,0
"DISC1",1326.07512936941,10.3729467989498,0.239273493408315,43.3518424928442,0,0
"SLC16A1",1325.97227291109,10.3728348925772,0.143147638159486,72.4624941490161,0,0
"OSBPL2",1325.40303884732,10.372215416964,0.0877573260034821,118.192017570732,0,0
"PLEKHA1",1324.98377936099,10.3717589827691,0.118111991771092,87.8129208325448,0,0
"PLA2G4C",1324.08161984027,10.3707763410289,0.141454352953895,73.3153566819472,0,0
"ATXN3",1323.21796060883,10.3698350067396,0.0808013280152114,128.337432830157,0,0
"CCDC59",1323.09943981051,10.3697057785767,0.116858804553361,88.7370516771083,0,0
"RBM28",1322.76186766538,10.3693376461572,0.102873235339699,100.797234692936,0,0
"FAHD2A",1322.53403751781,10.3690891375316,0.11062031968836,93.7358449762526,0,0
"PPP4R2",1322.42585901722,10.368971125469,0.201191439894816,51.5378344669633,0,0
"TP53INP1",1321.54325574009,10.3680079316018,0.2037106651651,50.8957541481634,0,0
"BTN2A2",1321.2998574242,10.3677421954008,0.215713771868667,48.0624955263081,0,0
"DTYMK",1321.16817235222,10.3675984045218,0.199898549770576,51.8643002484043,0,0
"ADSS2",1320.57834638175,10.3669541799448,0.171759346011953,60.3574385944817,0,0
"RPUSD4",1320.20979087519,10.3665514871293,0.0697772856626254,148.566276098096,0,0
"THOP1",1320.11787303207,10.3664510379174,0.246026517787435,42.1355028358121,0,0
"EXOSC4",1319.6623879517,10.3659531736953,0.309858994122632,33.4537753310874,5.31309941009559e-201,1.34036085028995e-200
"CAMSAP1",1319.2620407527,10.3655154355647,0.172016955692722,60.2586843478433,0,0
"CELSR1",1318.92839801008,10.3651505303435,0.174576071705028,59.3732602017589,0,0
"RNF111",1318.82273631942,10.365034948858,0.147264252414055,70.3839172029016,0,0
"GATC",1318.77435169761,10.3649820186707,0.10255128305462,101.071207594256,0,0
"RAPGEF2",1318.34071373333,10.3645075552281,0.224272982595809,46.2138035320435,0,0
"FCSK",1317.68232280336,10.3637868806845,0.243867679356852,42.4975827383799,0,0
"PCNX4",1317.3278389629,10.3633987136185,0.174142091148829,59.5111649644855,0,0
"DOCK5",1317.16898401737,10.3632247303056,0.124086036796706,83.5164455069513,0,0
"B3GNT7",1316.7421000244,10.3627570885323,0.12985427652793,79.8029711890422,0,0
"TRIAP1",1316.56755785324,10.362565837857,0.189900141494262,54.5684998247891,0,0
"TJAP1",1315.62945509989,10.3615374982299,0.144303080575277,71.8039937673036,0,0
"AGO2",1315.36387144876,10.3612462346878,0.140834606406663,73.5703141369213,0,0
"KLHDC4",1314.98354033303,10.3608290260591,0.188554145438533,54.9488265132661,0,0
"MS4A14",1314.61932077047,10.3604293780607,0.226268982898664,45.7881113236835,0,0
"ZNF791",1314.17731870071,10.3599442327356,0.111370612968298,93.0222430910439,0,0
"CAPRIN2",1314.03065402906,10.3597832162583,0.168997365102518,61.3014481614776,0,0
"PSPC1",1313.53996035215,10.3592443752935,0.0967188734612674,107.106751811393,0,0
"MAP4K3-DT",1312.88239948743,10.3585219782922,0.249083236896445,41.5865881115021,0,0
"PPARA",1312.52343883204,10.3581274710864,0.161523386125869,64.1277261424839,0,0
"EIF2AK2",1312.36550712245,10.3579538658032,0.122373924498338,84.6418377792882,0,0
"ARMC7",1311.77631005173,10.3573060107972,0.148312456708851,69.8343634825591,0,0
"ZFP90",1311.69337934362,10.3572148005028,0.0946603857956842,109.414457942923,0,0
"SCOC",1311.21887949321,10.3566928169052,0.283144865122389,36.5773640727282,8.99565180901359e-240,2.38870453670333e-239
"RFC1",1310.7190530085,10.3561427678818,0.10727722202302,96.536269047492,0,0
"UTP14A",1309.83385792672,10.3551681135652,0.120460355314536,85.9632871456059,0,0
"PTOV1",1309.56458046046,10.3548714918212,0.147381431929008,70.2589963762122,0,0
"C15orf40",1309.49226823037,10.3547918261233,0.160141917823758,64.6600962873388,0,0
"NME6",1309.12970181482,10.3543923238056,0.137350696353787,75.386529509358,0,0
"TLR7",1308.48745191241,10.3536843740075,0.283933446743235,36.4651804595972,2.64444518050889e-238,7.00962494629371e-238
"NMNAT1",1308.1390102514,10.3533001425808,0.101332172510636,102.171895520094,0,0
"ZNF740",1308.05989521685,10.3532128870837,0.146819388685856,70.5166598209729,0,0
"DHX58",1307.91964123665,10.3530581888385,0.102448802242614,101.055922199275,0,0
"LIAS",1307.29339458894,10.3523672447831,0.0651911465820415,158.800201983791,0,0
"EPHB2",1306.34572601212,10.3513210431057,0.219672099382352,47.1216921594061,0,0
"RPS18P12",1306.21956986134,10.3511817127291,0.228622355493691,45.2763321870976,0,0
"NSD2",1306.18601266049,10.3511446489534,0.0890616311043479,116.22451240339,0,0
"CBL",1306.14815466337,10.3511028338247,0.194297751561841,53.2744344729596,0,0
"AP5M1",1305.99153765323,10.3509298334413,0.158577383944928,65.273682639613,0,0
"KLHDC10",1304.90880192244,10.3497332672337,0.102844604058488,100.634674633467,0,0
"ICE2",1304.86719579132,10.3496872671485,0.162539250210011,63.675003137864,0,0
"MMP15",1304.68416621758,10.3494848907074,0.180042945361072,57.4834235795894,0,0
"DNAJC17",1304.64920858688,10.3494462347036,0.231136222523961,44.7763925605849,0,0
"CDK2AP1",1303.62329579832,10.3483113230973,0.107843980003421,95.9563187742985,0,0
"PEX16",1302.9728269479,10.3475912819708,0.199054558806537,51.9836940385162,0,0
"PAQR7",1302.55354044387,10.3471269592352,0.196557631665508,52.6416953214182,0,0
"ACAD10",1302.44775429454,10.3470097868151,0.0954500409973675,108.402360844459,0,0
"MAP1LC3A",1301.95128818531,10.3464597565081,0.264417269804281,39.1292889612181,5.49832917451333e-274,1.52893558559722e-273
"CEBPD",1301.2388322664,10.3456700664746,0.149490808815588,69.2060612183654,0,0
"REST",1300.90073285279,10.345295163947,0.256345545928256,40.3568360296079,2.77851042849291e-291,7.90064209876009e-291
"ARL2",1300.54011291798,10.3448951820709,0.229962256607304,44.9851872854788,0,0
"C11orf24",1300.47689265806,10.3448250498455,0.191719684157195,53.9580747554517,0,0
"MED10",1300.08021767671,10.3443849279727,0.0921050282217551,112.310751407265,0,0
"HIVEP1",1299.6470736528,10.3439041892866,0.202936642873616,50.971101338897,0,0
"GYS1",1299.01294124759,10.3432000881813,0.148811379310935,69.5054379313939,0,0
"PPM1B",1298.46414608278,10.3425904627272,0.103669929718874,99.7646134300813,0,0
"RSF1",1297.50708334653,10.3415266992229,0.127428153940085,81.1557444682543,0,0
"C7orf26",1297.10018936336,10.3410742038162,0.104167743126565,99.2732864650022,0,0
"SNHG3",1296.97253383467,10.3409322124243,0.238341611778629,43.3870197287621,0,0
"NME3",1296.81103541793,10.3407525575233,0.237096720965017,43.614068197295,0,0
"PDE6D",1296.66230660387,10.3405870880587,0.137662759555894,75.1153552450776,0,0
"POP7",1296.36032064609,10.3402510526989,0.215436417229316,47.9967648259417,0,0
"AC115837.1",1295.36671062763,10.3391448587988,0.257414780625906,40.1653115398387,1.64061914301888e-288,4.64741663084212e-288
"EDEM3",1294.88279708532,10.3386058067316,0.183262297961889,56.4142538957006,0,0
"AK6",1294.65129974681,10.3383478606682,0.202128348130329,51.1474414959459,0,0
"METTL2A",1294.41338468663,10.3380827155905,0.160519053156563,64.4040848254146,0,0
"AC010343.1",1294.38076555875,10.338046359317,0.189064503435979,54.6799963580563,0,0
"FAAP20",1294.3342275639,10.3379944879179,0.244960119912109,42.2027654608722,0,0
"RCN2",1294.30953913836,10.337966969362,0.2068629226377,49.9749633116606,0,0
"TIA1",1294.02090846247,10.3376452128823,0.141667441654885,72.9712140780079,0,0
"ZW10",1293.19314509751,10.3367220498833,0.188968430605428,54.7007879399004,0,0
"SEPSECS",1293.02217999769,10.33653130745,0.089063982264298,116.057367351667,0,0
"TWSG1",1291.81826782568,10.3351874115455,0.127875868875908,80.8220307896784,0,0
"MAP4K2",1291.7286343957,10.3350873059853,0.114797993598733,90.0284663694624,0,0
"STK11",1291.15031177126,10.3344412492295,0.101387224605027,101.930408781671,0,0
"PRPSAP2",1290.94273683385,10.3342092921871,0.120949773086411,85.4421552722049,0,0
"BTBD2",1290.24185236207,10.3334258049613,0.122469984807999,84.3751701379025,0,0
"CCNB1IP1",1290.06932205159,10.333232875809,0.0955032049082765,108.197760334151,0,0
"SLC4A8",1287.72540163754,10.3306092663661,0.123619058296906,83.5680954756522,0,0
"CHORDC1",1287.71224906708,10.3305945308914,0.213681395314244,48.3457837576315,0,0
"DDX58",1287.47943369801,10.3303336714132,0.115893136503105,89.1367166608387,0,0
"PRELID1",1287.32021907683,10.3301552512053,0.133896781513164,77.1501385953004,0,0
"PRSS36",1286.62411927589,10.3293749237209,0.210075319980485,49.1698640500961,0,0
"DENND4A",1286.3753570808,10.329095959042,0.19317367757143,53.4705146627577,0,0
"EXOC2",1286.30225527791,10.3290139716153,0.154007750049054,67.068144092264,0,0
"TRIM21",1285.97273819618,10.3286443434352,0.134002787787316,77.0778318420391,0,0
"DAG1",1285.418497747,10.3280224233254,0.0998649982836357,103.41984279609,0,0
"NFATC1",1284.9449314758,10.3274908162297,0.185351807644723,55.7183172231327,0,0
"GLRX2",1284.80639168993,10.3273352598065,0.118142420191456,87.4142855975905,0,0
"MRPS2",1284.6739884806,10.3271865780301,0.223186997831989,46.2714525413537,0,0
"THBD",1284.6591960337,10.3271699659458,0.281208347594088,36.7242653153831,1.5486527508006e-241,4.12390770175526e-241
"CHRAC1",1284.49139813752,10.3269815136272,0.0896206694875014,115.229908152689,0,0
"VPS37A",1284.08493941404,10.3265249214045,0.208248103888922,49.5876059784566,0,0
"RB1CC1",1283.99757675128,10.3264267643714,0.221547237278118,46.6104966653597,0,0
"TPRKB",1283.66391849719,10.3260518184432,0.213664779116054,48.3282825609482,0,0
"MRPL58",1283.20319138257,10.3255339196178,0.105423519462979,97.9433619007929,0,0
"TBL3",1283.00735314029,10.3253137234518,0.150006345197528,68.8325131170648,0,0
"ABT1",1282.58886740139,10.3248430747186,0.0756302883082036,136.517304186962,0,0
"HACL1",1282.43463768215,10.3246695819994,0.113437637717219,91.016260473769,0,0
"S100PBP",1282.1489561854,10.3243481642992,0.122761538802273,84.1008369969054,0,0
"SCAF4",1281.96912787981,10.3241458043481,0.0822219665427199,125.56432591507,0,0
"VCL",1281.78027558648,10.323933259185,0.171860312193632,60.0716542837021,0,0
"UNK",1281.61541081059,10.3237476853415,0.103707968282771,99.5463304921053,0,0
"CIAO3",1281.57026244043,10.3236968616104,0.190982890775029,54.0556110535123,0,0
"TNRC6A",1281.56946982113,10.3236959693392,0.103843768803913,99.415651880213,0,0
"DDX19B",1281.46037583392,10.3235731542618,0.193531439292736,53.3431322166025,0,0
"ELP6",1281.45753266134,10.3235699533547,0.106574788075085,96.8669057646305,0,0
"CBR4",1281.27960638523,10.323369625859,0.152638868735095,67.6326397817797,0,0
"MTSS1",1281.08380069194,10.3231491357424,0.193509071289424,53.347107021678,0,0
"PYGO2",1281.03873034583,10.3230983787907,0.0772961246394651,133.552599524763,0,0
"ROCK2",1280.57297810895,10.3225737571647,0.144528689642111,71.4223161001869,0,0
"ELK3",1280.18891895372,10.3221410107672,0.267944513676324,38.5234273661462,1.64583002614355e-265,4.52079277200579e-265
"MRPL39",1279.40046219461,10.3212521942245,0.138621242243163,74.4564976276827,0,0
"ENGASE",1279.10270133859,10.3209163899789,0.125582190842327,82.1845543603965,0,0
"CPEB4",1278.94516976619,10.3207386997792,0.218731752300886,47.1844558058587,0,0
"ZC3H4",1278.82177767107,10.32059950245,0.144097773607841,71.6221995944042,0,0
"PPP1R14BP3",1278.67127407336,10.3204297027361,0.186467282897267,55.3471340515112,0,0
"ZNF217",1278.3384092874,10.3200540902526,0.364109209592134,28.3432932163756,8.26619465926078e-145,1.93143474219687e-144
"SIGLEC8",1278.2573899862,10.3199626513602,0.152049453635704,67.8724086446629,0,0
"PPFIA1",1277.84689760776,10.3194992779942,0.183448516470882,56.2528358174659,0,0
"PROSER1",1277.72281618878,10.3193591826981,0.103944958811308,99.2771491826831,0,0
"CCNYL1",1277.12200957337,10.3186806438437,0.272747273377992,37.832387895381,3.87025246803729e-256,1.05027898300976e-255
"COA7",1276.8983063855,10.3184279164252,0.108160112614872,95.3995670582025,0,0
"TMEM62",1276.07106945411,10.3174929654057,0.141086381785346,73.1289075164119,0,0
"ZNF362",1275.65696189103,10.3170247094431,0.188514831330284,54.7279205388742,0,0
"NIPA2",1275.42325104429,10.3167603716313,0.181140397236306,56.9544978869217,0,0
"GTF2H3",1275.30733888859,10.3166292516354,0.181948699453405,56.7007584150242,0,0
"DPP8",1275.06078524072,10.316350310158,0.121469658631639,84.9294418571033,0,0
"DLAT",1274.45657387975,10.3156665001441,0.123168101864465,83.75274396528,0,0
"MRPL49",1274.38588198352,10.3155864741323,0.118280117271152,87.2131911273324,0,0
"HSPBP1",1274.18124453666,10.3153547914528,0.23394000072462,44.0940188061101,0,0
"ZC3H7A",1273.95061907263,10.3150936415344,0.183437586076661,56.2321706371754,0,0
"MKRN2",1273.15209067421,10.3141890584614,0.21433162530091,48.122571944205,0,0
"ANAPC2",1273.04311377333,10.3140655640535,0.0816495677275821,126.321128832741,0,0
"TRMT1L",1272.93162320363,10.3139392101744,0.194519381096233,53.0226816065791,0,0
"ZNF277",1272.71958607285,10.3136988748789,0.26739739362009,38.5706784020951,4.13984796962457e-266,1.13873782041375e-265
"TUBGCP3",1272.6523247684,10.3136226286141,0.111310241812827,92.6565467889006,0,0
"CLN5",1272.59708722344,10.3135600092638,0.182888981061753,56.3924625168175,0,0
"ETV3",1271.96665082757,10.3128451303501,0.232827484441731,44.2939335752307,0,0
"TMEM150B",1271.67819263385,10.3125179170534,0.253843635556806,40.6254736087156,6.09664687792571e-295,1.74291650384101e-294
"COX19",1271.56270829775,10.3123868962924,0.16422299136802,62.7950252908416,0,0
"SLMAP",1271.43313359452,10.312239875382,0.190751682036612,54.0610691621726,0,0
"PRR14",1271.41736607735,10.312221983871,0.0970868847563747,106.216426757827,0,0
"MTLN",1271.11567360021,10.3118796085816,0.243794050177779,42.2975031632723,0,0
"DDX51",1270.90837482602,10.3116443087508,0.205820102518536,50.1002777793398,0,0
"KATNA1",1268.94310642745,10.309411671481,0.0860312023231039,119.833402220305,0,0
"APEX2",1268.90429639407,10.3093675466509,0.106733339839381,96.5899461420873,0,0
"KLHL42",1268.7704073333,10.3092153119426,0.154090199444871,66.9037703181825,0,0
"NF1",1267.57648492157,10.3078570860035,0.128245512487856,80.3759670497599,0,0
"AC034102.1",1267.37821768969,10.3076314100555,0.116446958069701,88.5178246037626,0,0
"TFDP1",1267.22596732249,10.3074580884368,0.126027701197148,81.7872419359033,0,0
"ARFIP2",1267.1831249857,10.3074093130225,0.0981767842866971,104.988255501653,0,0
"ZNF692",1266.17541143505,10.3062615691102,0.124561925684183,82.7400629245325,0,0
"CD300C",1265.72791730563,10.305751598954,0.158070934718862,65.1970054917645,0,0
"AC131235.1",1265.66914673164,10.305684609846,0.246151495502312,41.8672435396567,0,0
"CARD9",1265.37969174202,10.3053546317961,0.123905417031183,83.1711387501536,0,0
"KHDC4",1265.01702260043,10.3049410832228,0.139076970190513,74.0952371129933,0,0
"UFSP2",1264.94476836557,10.304858678163,0.0992530273315077,103.824124615811,0,0
"NES",1264.88744277898,10.3047932956928,0.374193622344693,27.5386662956015,8.62639732840068e-137,1.99309245463375e-136
"MDN1",1264.55746301837,10.3044168809578,0.175517881367122,58.7086443882297,0,0
"OAS2",1264.41951184672,10.3042594880884,0.161040850206319,63.9853768462286,0,0
"FBXO6",1264.13510009977,10.3039349394971,0.180322577271617,57.1416796243793,0,0
"BCS1L",1263.12341477591,10.3027798906812,0.101805542130578,101.200579802096,0,0
"RELL1",1262.97236374693,10.3026073552036,0.0913646334103742,112.763626040378,0,0
"RPRD1B",1262.94542606049,10.3025765839198,0.101878291738113,101.126318552763,0,0
"SIN3A",1262.69630165521,10.3022919746331,0.169832806741832,60.6613773409162,0,0
"LMAN2L",1262.48324898,10.3020485305275,0.111555764886587,92.3488673221062,0,0
"GPR153",1262.13103825404,10.3016459877125,0.221836311772881,46.4380511260005,0,0
"AKAP10",1261.9765959733,10.3014694396843,0.181513973030958,56.7530381692841,0,0
"PACC1",1261.97537156227,10.3014680399337,0.186715435013443,55.1720217409557,0,0
"MICALL2",1261.1931190364,10.3005734885946,0.217503825436065,47.3581256235076,0,0
"RFT1",1260.6582427552,10.2999615069516,0.100920622809982,102.060027179428,0,0
"AFG3L1P",1260.40660103525,10.2996734998711,0.158979701651552,64.7860915127752,0,0
"LINC01278",1260.00540694236,10.2992142093017,0.113815579077434,90.4903730472147,0,0
"ELF2",1259.75163838507,10.2989236172853,0.211687103994272,48.6516345254738,0,0
"PCYT2",1259.57357300681,10.2987196785183,0.216064810782635,47.6649559047308,0,0
"GAR1",1259.43535207181,10.2985613538251,0.160382929279918,64.2123285817461,0,0
"STRN",1258.75090907225,10.2977771048116,0.179197066656979,57.4662146926975,0,0
"ZFYVE1",1258.69785842938,10.2977163004763,0.124268471297275,82.8666852740317,0,0
"MKKS",1258.52682716898,10.2975202544475,0.132926199138275,77.4679507967853,0,0
"WDR36",1257.38070374078,10.296205812895,0.158664469373869,64.8929521116259,0,0
"DHX38",1257.3737398314,10.2961978226138,0.171651007056901,59.9833231342518,0,0
"RUNDC1",1256.78206346829,10.2955187807108,0.105102017719919,97.9573846826312,0,0
"MIS12",1256.37253283576,10.2950485925109,0.169291541965432,60.8125395574285,0,0
"SH2B1",1254.91038223024,10.2933686243533,0.109855072865441,93.699529351379,0,0
"ARID5B",1254.5939765777,10.293004825927,0.194419756884535,52.9421751722485,0,0
"HHEX",1253.82817543324,10.2921239394727,0.256178892826299,40.1755344709495,2.23519115374201e-288,6.32815186262976e-288
"CARD6",1253.58392065384,10.2918428646859,0.12022760926491,85.6029902583259,0,0
"ERCC2",1253.36087604136,10.291586149534,0.234990125350287,43.7958239061871,0,0
"MAN1C1",1252.6287371973,10.2907431667028,0.285153435619611,36.0884418044691,3.74246707114042e-233,9.86569361933361e-233
"STK11IP",1252.39462478384,10.2904735062884,0.155450935214577,66.1975657597936,0,0
"WDR12",1252.11965672913,10.2901567222689,0.167695986341867,61.3619738118912,0,0
"WFS1",1251.9514637008,10.2899629168723,0.124855404240111,82.4150382556417,0,0
"ADAM15",1251.55777172446,10.2895091718183,0.14135602271045,72.7914451363359,0,0
"RABL3",1251.14725631145,10.2890358850752,0.183907705422381,55.9467362253495,0,0
"LMNB2",1250.41554137622,10.2881918994359,0.127789314237423,80.5090156468108,0,0
"CSTF1",1250.09621618873,10.2878234237705,0.137678261724893,74.7236585854596,0,0
"NPRL3",1250.01860589289,10.2877338534932,0.110503204062237,93.0989643313774,0,0
"FAM199X",1249.94343877087,10.2876470975886,0.135311221353538,76.0295191683279,0,0
"RTN2",1249.8100342548,10.2874931127769,0.209272410237813,49.1583821349715,0,0
"CLCN6",1249.36459603964,10.2869788377815,0.0986067136458291,104.323310831854,0,0
"BORCS8",1249.17117436602,10.2867554681638,0.276950347525277,37.1429592346871,8.18123615678124e-247,2.19372969513692e-246
"SPCS2P4",1249.08608910943,10.286657197998,0.180840711367178,56.8824194520668,0,0
"CCDC174",1248.99629598675,10.2865534831696,0.0967187037011549,106.355369639293,0,0
"CCDC117",1248.81178493028,10.2863403417448,0.235791374737182,43.6247524033065,0,0
"MRPL48",1248.57148332822,10.2860627056005,0.115676257060652,88.9211232016894,0,0
"RBIS",1247.95945246439,10.2853553449208,0.167223113099163,61.506780697365,0,0
"EML3",1247.63999599862,10.2849859921694,0.101551391019999,101.278632314784,0,0
"RASSF8-AS1",1247.44046523936,10.2847552484783,0.14795621655697,69.5121535803682,0,0
"TWISTNB",1246.86821722829,10.2840932779788,0.285135056748503,36.0674460560973,7.47533690294064e-233,1.97020063015062e-232
"RPS6KB2",1246.7015097706,10.2839003753941,0.125216495710039,82.1289584657303,0,0
"HEATR6",1246.65390351133,10.2838452839187,0.108795029909821,94.5249547929063,0,0
"TRIM24",1246.43562219068,10.2835926549004,0.106466582375808,96.5898634615811,0,0
"AC005332.6",1245.84959806037,10.2829141979443,0.0765229437813637,134.37687691843,0,0
"COL1A2",1245.8487430797,10.2829132078755,0.199182617730107,51.6255551064646,0,0
"CHKA",1245.73946070899,10.2827866531469,0.171496630197933,59.9591178047001,0,0
"DUSP1",1245.70042519955,10.2827414452845,0.240917937839643,42.6815102996969,0,0
"TMEM97",1245.68341974832,10.2827217504629,0.205931674607447,49.9326865090769,0,0
"INO80D",1245.43628325003,10.2824354995844,0.145482538810597,70.6781417457327,0,0
"CDR2",1245.05947539735,10.2819989448762,0.18363181646177,55.99246983987,0,0
"AC064799.1",1244.99404072268,10.2819231213808,0.702493555369116,14.6363237680925,3.69980868105343e-40,7.09092850528403e-40
"GNGT2",1244.77901204925,10.2816739253336,0.169893351880069,60.5184005822173,0,0
"TPI1P1",1244.62379166097,10.2814940141643,0.170167776076864,60.419747211835,0,0
"NFRKB",1244.60861011432,10.2814764164968,0.153014695104949,67.1927386415075,0,0
"POM121C",1244.23921171171,10.2810481627138,0.180752988663571,56.8789940278637,0,0
"AC115223.1",1244.00400838373,10.2807754187367,0.180713316102254,56.889971588588,0,0
"SUDS3",1243.31682164012,10.2799782550412,0.132085070601368,77.8284647026168,0,0
"EYA2",1243.30563892938,10.2799652790132,0.143886242589367,71.4450881058234,0,0
"BCL2L2",1243.03597698317,10.2796523373389,0.132602362895003,77.5223918557062,0,0
"ACOX3",1242.61263238707,10.2791609105516,0.128548919887123,79.963028235302,0,0
"METAP1",1242.4743581831,10.279000362845,0.195020257520816,52.7073468854784,0,0
"RCOR3",1241.86588000003,10.2782936573291,0.123932271549533,82.9347637126229,0,0
"PKD2L1",1241.86526674428,10.2782929449002,0.298828436999735,34.3952973421646,5.90349231531411e-212,1.51071472360119e-211
"RNF11",1241.78922068369,10.278204598252,0.202036268322289,50.8730669181447,0,0
"KLF16",1241.16028396062,10.2774737224053,0.129999782771974,79.0576222764347,0,0
"MAST3",1241.14142448536,10.2774518004356,0.154442515306141,66.5454831531545,0,0
"ARAP2",1239.94414008196,10.276059412821,0.175053841826604,58.702278713767,0,0
"FUT8",1239.82732035066,10.2759234847729,0.255418902225242,40.231648461597,4.43985828879786e-289,1.25852849054998e-288
"TMCC1",1239.74063312947,10.2758226097604,0.261623838854164,39.2770882606322,1.22293484093708e-275,3.40921550619173e-275
"TSTA3",1239.13807929254,10.275121243094,0.128629839195252,79.8813191976163,0,0
"CTSO",1239.13062240806,10.2751125612184,0.153751302616815,66.8294341988533,0,0
"WDR55",1238.79008174019,10.2747160220273,0.0999835529671874,102.764061859246,0,0
"HPF1",1238.34145084,10.2741934518097,0.139750927769185,73.5178908348912,0,0
"PRKAR1B-AS1",1237.70354935122,10.2734500910592,0.221546090388553,46.3716153737643,0,0
"CAMK2D",1236.10827485889,10.2715894039241,0.0979307780526125,104.886222780807,0,0
"CYP2R1",1234.83787532222,10.2701059241867,0.0993412123990389,103.382127881963,0,0
"CTNNBIP1",1234.1013038542,10.2692451107291,0.0947276293162722,108.408129548378,0,0
"ISCA1",1233.42657580353,10.2684561211944,0.110370650366537,93.0361113855288,0,0
"STIM2",1233.2288099916,10.2682247830363,0.0736620651961664,139.396373909575,0,0
"RNF146",1232.42413694092,10.2672831275106,0.240563871002466,42.680071137554,0,0
"STARD10",1232.33709464666,10.2671812308362,0.129306949379929,79.4016197897399,0,0
"VPS9D1",1232.29250963003,10.2671290342852,0.201781302897357,50.8824598060406,0,0
"GNL3L",1231.77418685488,10.266522085042,0.110093551923281,93.2527101332539,0,0
"HIP1",1231.50969945101,10.2662122753043,0.146240412814406,70.2009251596761,0,0
"CHD9",1231.49759576946,10.2661980959542,0.121027126329719,84.8255957758228,0,0
"MAN1A2",1230.65275208929,10.2652080249485,0.10858217447026,94.5386116554527,0,0
"NIPA1",1230.32411606337,10.264822713267,0.120571005718993,85.1350841112703,0,0
"WBP4",1229.85705212012,10.2642749236557,0.133190049585653,77.064878011438,0,0
"NDUFAF4",1229.19489653738,10.2634979668297,0.142436116315991,72.0568506941061,0,0
"RIOK2",1229.11019975521,10.26339855555,0.173404028141439,59.1877747336905,0,0
"ANKFY1",1228.80720364041,10.2630428633744,0.173585929599234,59.1237025205277,0,0
"USP25",1228.54079082986,10.2627300444794,0.260822501798627,39.3475638555254,1.51910571523763e-276,4.23903943254337e-276
"TXLNGY",1228.44365231718,10.262615968665,0.137868060877036,74.4379510626336,0,0
"PIGP",1228.03644520912,10.2621376617727,0.170330277865614,60.2484642799046,0,0
"ABCB10",1227.59548882846,10.2616195339689,0.136510595243805,75.170865057337,0,0
"TP53I13",1227.30041375991,10.2612727140978,0.13669856885806,75.0649608098865,0,0
"MTMR12",1226.97700052311,10.2608924908412,0.131197424862331,78.2095570976963,0,0
"PHLDA3",1226.86365739081,10.2607592144001,0.281578163957572,36.4401808371268,1.59059612583182e-237,4.21005122656734e-237
"SENP2",1226.63951707635,10.2604956189628,0.156377964357557,65.6134364014504,0,0
"PCBD2",1226.27863394603,10.260071108829,0.1683856549291,60.9319785177014,0,0
"CNOT10",1225.49968241737,10.2591543949991,0.0899747268401087,114.02262341102,0,0
